title,genre,duration_min,release_year,rating
Order card indicate,Documentary,72.36,1995,3.9
Conference line,Romance,150.0,1992,2.6
Improve even audience,Sci-Fi,139.11,1984,2.4
Another pretty road agree,Thriller,116.22,1995,2.3
Baby think hospital,Documentary,132.81,2014,4.1
Population page,Romance,65.59,2019,2.9
South fund present,Sci-Fi,162.86,1986,3.4
Lead doctor,Romance,91.24,2010,2.3
Somebody language,Sci-Fi,149.22,1986,2.0
Executive prevent,Sci-Fi,70.22,2015,2.6
Two film,Comedy,58.85,1994,2.5
Though local else,Drama,169.69,1983,3.7
At majority,Horror,99.31,1989,4.0
Mention city,Thriller,51.86,1994,4.1
Coach really car,Action,107.66,1985,2.5
Imagine real design,Action,111.56,2003,4.8
Success,Thriller,110.59,1999,2.6
Base force,Action,123.44,2012,4.2
Second whether,Drama,89.92,1995,2.0
Bank accept,Sci-Fi,178.68,1985,3.3
Relationship challenge,Drama,108.33,1986,4.2
Unit degree,Romance,122.63,1988,3.9
Various,Horror,99.43,2006,4.2
Market,Drama,129.86,2014,4.4
Season risk include,Comedy,154.18,1991,3.4
Item sign question,Thriller,156.36,1982,2.7
Success foreign,Horror,120.89,2008,4.0
Young get best,Action,113.81,2002,2.5
Themselves,Comedy,43.76,2008,3.0
Appear look cold,Drama,178.73,2000,4.7
Allow sing,Action,96.26,2000,2.6
Go commercial establish condition,Thriller,156.89,1983,2.6
Local for suggest,Comedy,151.49,1985,4.4
Along rock improve,Action,115.29,2001,2.3
Air attack safe billion,Horror,29.75,2016,4.4
Assume series,Comedy,150.39,1993,4.5
Might tough might,Sci-Fi,173.59,2009,3.4
Same ready,Documentary,136.66,2004,2.0
Next drive,Documentary,67.64,1998,3.1
Responsibility sign,Thriller,145.25,2003,4.3
Between,Drama,32.87,2010,4.6
Music fire movement field,Romance,161.13,1980,2.6
Sure rock,Action,23.66,1990,4.5
Or water,Comedy,143.5,2025,4.8
Tax show issue,Documentary,127.53,1986,4.1
Training social,Documentary,41.13,2006,2.1
Listen you,Sci-Fi,77.8,2024,3.8
Big sister provide,Romance,28.5,2018,4.7
Candidate discuss,Sci-Fi,57.26,2019,3.7
Firm hair behavior,Romance,117.97,2022,3.0
War issue continue,Comedy,114.68,1982,3.7
Property,Romance,173.0,2000,3.6
Research parent order,Thriller,31.63,2003,2.6
Office night day,Thriller,49.82,2013,3.6
Voice see piece couple,Comedy,26.71,1989,2.2
Speak performance,Thriller,62.32,2015,2.8
Body let minute,Comedy,44.08,2009,3.5
Size while,Comedy,127.73,1997,3.9
Assume mouth run,Action,32.63,1994,3.7
Country TV rate,Comedy,141.61,1996,4.6
Official be,Drama,61.94,1991,2.2
One today form,Documentary,88.79,1990,3.9
Still family,Comedy,156.63,2018,2.1
Notice help,Comedy,138.39,1980,3.7
Decade Republican on,Romance,150.67,2023,2.8
Reality use time,Horror,105.19,2006,3.9
That feel decision,Romance,156.37,1984,3.9
Amount to me,Action,109.22,2013,3.7
Answer ready,Thriller,128.49,2001,4.8
During,Sci-Fi,29.21,1990,3.9
Security ball smile yes,Comedy,131.41,2024,4.1
Smile,Romance,97.78,2022,4.3
Rather police,Thriller,29.8,2002,3.7
Brother age,Documentary,53.16,1995,4.6
Myself exist which,Horror,83.04,1994,2.4
Look management set,Comedy,163.68,2015,2.6
Pretty television,Horror,150.19,2008,3.8
Maybe card,Sci-Fi,124.22,1991,3.6
Inside forward,Sci-Fi,22.23,2012,3.6
Within what she,Comedy,112.88,2024,3.1
Way myself investment,Action,52.9,1986,2.4
This ball begin sell,Action,160.62,1999,4.0
Environmental crime scientist professional,Action,44.05,2020,2.8
Vote system age,Romance,103.05,1983,3.7
Station enter,Romance,110.6,2001,2.4
Suddenly home,Comedy,106.79,2000,2.5
Region compare,Comedy,104.46,1981,4.2
Ten share maintain toward,Horror,92.49,2024,2.2
School you,Drama,58.16,2010,3.7
Camera tough,Drama,79.63,1986,3.5
News effort despite,Comedy,157.19,1996,2.2
Have cover something,Romance,113.7,1983,3.3
Structure major,Horror,26.14,2022,4.7
On size build,Thriller,152.3,2014,2.9
Building,Horror,74.19,1993,4.7
Source leave quality,Horror,28.62,1995,4.5
Hard company,Comedy,106.89,2001,4.8
Through radio three,Drama,142.74,2006,3.1
Beyond agreement myself,Drama,155.67,1980,2.1
Great study it audience,Sci-Fi,162.45,1981,2.1
Give nearly ask,Horror,75.05,2018,2.4
Cost main southern,Action,89.78,1985,3.8
Wonder national born,Drama,128.68,2015,2.7
Candidate thousand,Comedy,149.05,1994,3.2
Out mother,Action,22.04,2009,3.0
Always bar,Horror,116.77,2014,4.2
Theory they hour,Thriller,37.85,2019,2.2
Think must,Horror,98.34,2024,4.7
Meet management,Sci-Fi,151.48,1992,2.8
Though quite indicate,Romance,46.93,1998,3.4
Get,Action,161.51,2009,3.2
Because identify,Thriller,46.77,2005,4.6
Mr amount official,Sci-Fi,65.18,1997,2.9
Something about do,Documentary,49.21,1982,4.1
Consumer movie care,Action,66.76,1993,2.7
Bank reality,Drama,178.52,2012,4.0
Skill affect,Drama,164.18,2025,3.3
Quite force like,Thriller,93.0,2010,3.7
Someone might,Thriller,132.52,1996,2.6
Walk buy cup as,Drama,61.08,1996,3.3
Than whose,Drama,91.7,1992,2.8
Public sense ago,Comedy,66.32,2000,2.6
Reason realize,Horror,143.89,1984,3.6
Large song serious,Comedy,106.0,1989,4.4
Year heart painting,Comedy,69.79,1997,4.3
Dog identify arrive,Horror,94.72,1985,2.2
Party artist,Horror,67.85,2019,4.3
Hear push,Romance,63.3,2015,2.7
Perhaps hard,Romance,76.43,1992,4.3
All because,Sci-Fi,44.23,1988,2.6
Development accept budget,Sci-Fi,123.82,2025,4.0
Whatever lot stage,Horror,52.07,1996,4.7
Cup be,Drama,138.47,1997,3.9
Step together hit spring,Horror,35.65,2001,3.0
Agency establish above,Sci-Fi,152.02,2019,2.9
Speak trouble matter,Documentary,36.05,1997,2.7
Move still,Drama,165.4,1980,2.1
Trial result special,Comedy,166.77,1996,3.5
Media look,Documentary,56.81,2011,3.0
Morning occur rest,Comedy,156.12,1980,2.0
Mission simply leg,Comedy,168.75,2012,2.5
Heart provide,Drama,91.54,1999,2.8
Growth point year,Drama,142.29,1981,3.1
Fine,Drama,174.5,2007,4.4
Time significant,Comedy,111.76,1990,2.9
Call feeling,Drama,62.68,2019,4.7
Market perform,Horror,37.5,1990,4.1
Hand let idea term,Action,91.2,2011,3.7
Arrive manage history,Drama,43.96,2011,2.1
New development,Action,28.45,2007,4.6
Will compare carry,Comedy,131.51,1996,4.3
Claim wall reduce,Action,48.25,2020,2.4
Think future,Action,171.56,1994,4.7
Right weight,Horror,114.0,1981,3.0
Write design minute light,Documentary,67.91,1992,2.9
Example,Thriller,93.07,1982,3.5
This ten move,Sci-Fi,144.23,2017,4.6
Ball open age,Sci-Fi,52.63,2022,2.8
True win build before,Romance,125.27,2000,2.4
Very season,Sci-Fi,174.65,1985,3.9
Prevent expect game,Horror,138.44,2007,4.6
Act professor,Drama,141.88,2002,3.2
Out police item,Drama,40.03,2005,3.8
Great what,Comedy,95.5,2000,3.3
Spend west per,Action,136.71,1990,4.2
Spring throw field,Sci-Fi,105.21,1994,3.7
Possible would,Action,114.89,1996,3.2
Sound spring,Comedy,23.37,2023,3.5
Local field say,Comedy,52.02,1987,3.9
Question language imagine,Thriller,124.64,2004,2.2
Eye quickly fish,Drama,97.47,1996,2.7
Computer little management,Horror,39.03,1992,2.7
Clear specific professional usually,Comedy,20.48,2016,3.1
Heavy add,Action,144.25,1981,3.8
Fast soon,Thriller,70.15,2016,3.7
Group throughout mention,Romance,54.13,1987,4.4
Doctor nation stay,Comedy,151.53,1983,3.5
Finish trade do general,Sci-Fi,105.04,1995,2.8
Themselves federal include,Horror,50.35,1987,3.7
Each effort draw,Romance,159.0,2017,3.5
Wind series,Action,25.64,2006,3.9
Enjoy need,Thriller,84.03,1989,2.3
Season another,Thriller,127.43,1997,3.6
None work,Romance,28.34,2006,3.8
Mention,Drama,72.1,2023,3.0
Best hundred,Comedy,96.0,1992,4.1
Boy card,Drama,126.37,1988,4.7
Seat customer remember,Comedy,106.12,1984,4.6
Fact series on,Comedy,117.03,2006,4.6
Area father,Drama,53.12,1990,2.4
Billion among,Romance,130.68,1980,3.0
Road expert school,Action,95.74,2009,4.0
Who test fact,Action,82.14,1996,3.6
Personal ever trade,Documentary,150.85,2014,2.6
Admit car wife,Sci-Fi,160.79,2025,2.9
Ago develop keep,Horror,83.18,2010,3.9
Occur land generation two,Drama,35.34,2010,3.0
Past third,Romance,156.81,1984,3.9
Manager hour,Thriller,179.82,1996,4.6
Sense trouble wall,Action,136.2,2001,3.5
Trip road,Sci-Fi,132.75,2024,3.5
Carry cut,Thriller,27.76,2024,2.8
General half loss,Documentary,144.02,2015,4.3
Now defense too,Thriller,155.11,1991,3.2
Rule mention,Action,125.39,1982,4.7
Buy agree thing,Thriller,125.36,1984,2.1
Capital center that,Romance,156.74,2025,2.4
Same necessary,Horror,66.71,2006,4.6
Now message reveal,Documentary,165.87,1997,3.2
Respond to,Horror,87.81,2006,4.0
Individual fly,Thriller,165.5,1993,4.6
Task,Documentary,115.2,1992,2.9
Hospital research establish,Horror,25.16,1997,4.3
Republican exactly night,Documentary,127.07,2016,3.6
Rock,Romance,159.11,2006,4.0
Best might,Comedy,174.48,1992,3.6
Those beat,Drama,139.72,1990,3.5
Agree week pass,Horror,70.1,2022,2.2
Ok work,Romance,119.11,2022,3.2
Recently sense score,Action,110.59,2004,3.3
Cup attack here,Action,81.63,1998,3.1
Player great,Documentary,133.29,1991,4.6
Total central idea,Horror,99.41,1982,3.2
Capital skill fill,Horror,136.72,2017,4.2
Provide style blood certainly,Thriller,43.4,2018,4.4
Civil oil,Drama,162.84,1991,3.6
Seem high hot,Sci-Fi,118.03,1980,2.9
Like scientist,Romance,91.69,2002,2.0
Young nature,Sci-Fi,93.47,2010,2.7
Stay,Comedy,140.31,1992,4.6
Identify system,Thriller,156.03,2001,3.9
Indeed tough,Thriller,110.36,2025,3.9
Strategy head free,Horror,85.54,2012,3.2
Speech talk,Drama,95.65,1991,3.7
Size western relationship,Thriller,103.81,2008,2.6
Oil leave,Drama,146.27,1992,3.4
Read,Romance,127.04,1989,2.4
Guess the for price,Horror,173.93,2019,4.1
Eight inside democratic condition,Romance,81.89,1983,4.4
Break sign,Sci-Fi,160.14,2004,4.7
Seat minute opportunity,Sci-Fi,127.59,2005,2.2
Own travel do,Thriller,137.74,2017,2.7
Piece adult,Romance,117.39,1980,4.4
Reflect same agreement,Horror,104.86,1993,2.3
Science program parent,Romance,172.52,2011,3.0
Determine,Documentary,159.31,2015,4.5
Catch operation word,Horror,170.58,1990,3.7
Leader happen choose,Horror,115.39,1997,4.5
Discover,Documentary,31.16,1992,2.2
Tax poor,Action,146.57,2005,4.6
Professional happen allow,Sci-Fi,24.19,2024,2.6
Become generation,Drama,152.91,1999,4.3
Hundred drive concern,Horror,153.45,2015,3.1
Good car soon,Horror,52.72,1989,3.4
Finally provide effect,Comedy,40.45,2025,3.9
Across four customer remember,Sci-Fi,148.26,2006,4.1
Part food movement,Comedy,87.7,2006,3.6
Bank example choose or,Sci-Fi,33.91,2001,4.3
Test can be game,Sci-Fi,140.25,1998,4.3
Type call short,Documentary,47.69,1987,3.7
Company provide,Sci-Fi,100.07,1987,3.3
Health else,Romance,163.9,1997,3.1
Idea tax,Thriller,39.31,2017,3.1
Maintain light,Thriller,105.38,2016,3.2
Develop approach,Romance,118.4,2009,2.4
Tax half picture,Romance,131.94,1980,3.8
Write real,Drama,159.74,1985,2.5
Pattern result,Documentary,63.94,1994,2.5
Floor,Sci-Fi,26.26,1989,3.8
Ground authority,Thriller,63.8,1983,2.3
Dream example kitchen attention,Documentary,92.28,2024,3.4
Audience case,Comedy,52.82,2004,4.1
Decade career,Comedy,63.48,2004,4.3
Even board,Action,99.95,1990,3.1
Something if,Drama,78.16,2016,4.8
Hard work,Horror,22.35,2000,3.3
Present send none,Thriller,42.72,2000,3.8
Fear out,Romance,150.13,1990,3.8
Voice fear executive,Comedy,30.33,1981,2.0
Lay mean full wear,Horror,75.01,1987,3.0
Wrong develop financial,Horror,133.39,1992,4.2
Child work,Comedy,148.74,2009,3.1
Cause indicate middle,Action,23.79,1982,3.8
Former ago others stuff,Action,43.25,2022,4.5
Know generation senior,Romance,81.51,2004,4.7
Local drive growth,Comedy,92.78,1999,4.3
Second hair,Romance,44.91,2004,4.4
Purpose bill gun second,Comedy,63.32,2001,3.1
Present business,Thriller,36.82,1999,4.2
Idea owner change,Horror,59.52,1984,3.7
Defense nothing he,Thriller,143.25,2001,3.8
Girl seek scene act,Thriller,130.75,1987,3.8
Ok social,Action,35.24,2009,2.8
Whether major,Romance,65.18,1980,2.7
Manager before attention,Documentary,102.16,2018,3.5
Cell already way,Thriller,170.14,1995,3.0
Mention than by,Sci-Fi,57.28,1986,4.4
Pattern rich,Horror,120.91,1993,4.5
Kitchen south foreign that,Thriller,160.0,2017,3.8
Great protect,Sci-Fi,166.54,1989,3.2
All popular,Documentary,90.0,1998,3.0
Happy condition,Horror,142.99,2016,2.7
Believe eat remain,Horror,24.59,2010,3.0
Present suffer,Documentary,163.79,1980,3.4
Continue admit,Romance,30.63,1998,2.9
Card feel past,Comedy,118.6,2017,4.6
Each,Romance,110.16,2020,2.9
Subject give,Comedy,167.97,1982,2.6
Can piece,Thriller,98.97,1991,2.7
Democratic water,Romance,28.58,1982,3.8
Ball,Horror,131.21,2013,3.6
Close industry music,Romance,50.87,2000,2.0
Until occur,Drama,115.28,1989,4.3
Tell hope address,Thriller,108.46,2007,4.7
Admit hard wife,Documentary,30.41,1985,4.3
Instead across candidate,Documentary,142.0,1986,2.8
Cover power company,Drama,117.86,2002,2.7
Bag I by,Comedy,47.56,1986,3.5
Occur,Horror,31.58,2025,4.3
Far economic carry,Documentary,75.84,1984,3.2
Spring house finally,Horror,129.16,1997,3.7
When vote,Action,135.39,2016,3.4
Me prevent candidate,Action,118.62,2015,2.3
Wear majority often,Action,144.85,2012,3.2
Let through foot national,Comedy,179.73,2022,3.0
Do exist former,Horror,132.09,1998,2.1
Talk,Horror,20.71,1983,4.6
Today sport,Drama,157.47,2024,3.5
Face ask across,Drama,37.2,1992,3.0
Question son expert,Documentary,86.84,1992,2.6
Condition event available population,Drama,136.99,2007,4.6
Situation detail,Sci-Fi,55.36,2010,3.5
After radio democratic future,Thriller,68.24,2014,4.2
Produce,Romance,150.59,2021,3.9
Game enjoy,Comedy,103.24,2002,4.0
Mission end project,Documentary,98.51,1983,3.7
Low should her,Romance,148.89,2011,2.1
Cultural than,Horror,54.35,2021,4.4
Expect,Romance,54.89,2003,2.7
World argue say sure,Horror,48.8,2003,4.1
But,Action,115.65,2000,2.4
These still,Sci-Fi,92.77,1987,3.5
Knowledge,Documentary,146.47,1997,2.2
American decade high education,Horror,158.1,2021,2.4
Born home rule,Romance,41.66,1989,4.8
Art draw,Romance,73.87,1983,4.7
Team power professional,Romance,47.89,2015,3.1
Character cause,Drama,114.07,1995,2.8
Interest dark hour,Sci-Fi,113.02,2007,3.3
Air agency network,Thriller,156.1,2016,2.9
Somebody raise,Documentary,114.74,1980,2.2
Phone among nation,Sci-Fi,120.65,2001,3.3
Opportunity sit authority,Sci-Fi,157.85,1993,3.8
Simply available,Action,85.4,1995,3.0
Give eight,Sci-Fi,101.23,2018,2.4
Involve however,Thriller,84.78,1982,3.0
Dark small,Thriller,126.39,2010,4.1
Resource red,Drama,135.99,1980,3.0
Wish positive,Horror,25.09,1981,4.7
Article,Documentary,175.29,2020,2.1
Identify politics billion production,Comedy,141.18,2008,2.3
Happy eight,Action,146.1,1995,2.4
Read source think,Thriller,154.21,1991,3.8
Exist argue whom,Comedy,65.58,2004,4.6
Thought rock,Documentary,97.5,2021,4.1
Safe watch continue,Horror,141.02,2004,3.1
Character project,Drama,55.18,1995,4.4
International court reflect,Horror,168.07,2011,2.2
Beyond national tell,Romance,177.02,2024,2.0
Visit major,Drama,134.74,2011,2.7
Until everybody recent should,Comedy,33.32,2025,3.2
Arm certainly world,Documentary,33.28,1983,2.9
Miss game,Romance,143.21,2025,4.2
Agent position,Drama,71.97,1988,4.6
Contain information explain,Drama,157.38,2013,4.4
Suddenly method west,Comedy,173.94,2015,3.8
Just next who,Romance,140.55,2001,4.0
Explain whatever technology,Thriller,31.81,1993,3.8
Republican member financial,Thriller,20.1,1984,2.1
Opportunity concern,Thriller,22.3,2025,3.1
Task break,Action,117.17,1993,3.5
Remember explain property,Thriller,42.71,2007,2.1
Someone system,Romance,40.82,2025,4.2
Risk idea,Drama,162.23,1991,3.0
Kind offer,Action,95.47,1982,3.3
Attention run while,Documentary,114.98,2023,3.9
Yes professional,Action,143.27,1982,3.0
Well,Sci-Fi,97.44,2025,2.1
Bar Mrs already partner,Drama,98.46,1993,4.1
Claim music,Documentary,115.82,2000,3.7
Remember,Drama,179.52,1981,3.3
Table light well together,Documentary,63.7,2015,2.6
Occur summer,Horror,62.25,2012,2.4
Me thing,Action,33.9,2024,2.3
Lose indicate,Thriller,74.27,1984,2.8
Authority baby to,Action,115.57,2021,3.4
Successful radio,Horror,172.23,1990,4.5
Show way,Horror,56.32,2017,3.6
Serious commercial,Documentary,144.38,2019,3.0
Citizen throw share,Comedy,83.1,2020,2.2
Moment movie,Horror,145.07,1983,2.9
Member account,Thriller,136.24,2024,3.5
Operation ever your,Comedy,151.49,2004,3.0
Guess thing,Documentary,172.92,1989,4.4
Low network,Comedy,80.57,1981,2.3
Throw interview,Horror,56.55,1984,2.6
Federal value,Documentary,48.52,1993,3.2
End,Action,133.31,1997,4.4
Writer sea important,Sci-Fi,81.65,2023,4.0
Make quite send,Documentary,149.98,2020,2.2
Amount seem the sing,Sci-Fi,84.16,1988,4.7
State standard,Drama,140.88,2012,3.9
Ask energy occur evening,Drama,80.59,2003,4.7
Whatever discuss out field,Drama,86.68,1983,2.3
Step,Drama,142.62,1993,2.8
Summer whose,Romance,139.15,2004,3.8
Each power,Comedy,74.5,2007,2.2
Social thought,Sci-Fi,148.95,2012,2.4
Body difficult,Romance,113.15,2021,3.2
Many rich,Drama,99.73,1994,4.4
Contain red guess,Horror,104.1,1993,3.9
Long position information,Horror,100.3,2002,3.2
Leave building,Horror,28.81,2007,3.8
The capital game,Drama,110.76,2001,4.0
Boy consider,Thriller,45.54,2004,3.9
Require call of,Drama,84.0,2025,3.0
Recent and,Comedy,70.85,2024,3.6
Sing baby,Horror,86.1,2005,2.7
He citizen current,Romance,158.45,2006,4.6
Bar everybody six,Documentary,57.03,1983,2.9
Character item evidence,Sci-Fi,139.91,1993,3.4
Start most,Action,174.76,2000,2.1
Identify pick,Comedy,116.37,2001,4.0
Everything bad,Documentary,142.53,2016,4.6
Author street still,Sci-Fi,114.15,1987,3.2
Same look state,Thriller,122.95,2024,4.2
Local five,Sci-Fi,64.46,2025,4.3
Cost bed effort forget,Thriller,21.14,2012,2.3
Later prepare,Romance,159.06,2013,4.0
Institution other,Action,170.1,2010,3.4
Hotel catch figure,Documentary,72.25,2024,4.1
Such piece such,Horror,116.99,2007,2.9
Represent show,Drama,73.82,2006,2.9
Game kid,Drama,84.33,2023,3.4
Beautiful everyone board,Action,105.72,2014,2.3
Parent field,Horror,74.89,2010,3.4
Purpose,Action,27.05,2012,3.1
Size hair late,Sci-Fi,76.12,2022,2.7
Enough public sure,Thriller,51.11,1995,2.8
Later kitchen,Documentary,22.92,2020,3.3
Anyone health,Comedy,171.01,2007,4.0
Entire discussion skin,Comedy,88.93,1992,4.2
Well above,Action,144.95,1998,3.8
Wide skin trade,Drama,111.27,1995,4.3
Take exactly,Drama,134.4,2017,2.8
Heavy history,Thriller,102.03,2023,4.0
East together region,Romance,119.85,1982,2.6
Language,Drama,178.5,2016,4.1
Reason indeed every,Documentary,88.11,1996,4.4
Table issue,Horror,148.19,2007,2.9
City others,Documentary,68.5,2012,3.6
Behind key,Romance,112.64,1986,3.1
Bad some,Drama,107.63,2010,4.7
Threat month nearly,Comedy,170.61,2018,3.7
Least compare practice,Drama,111.79,2014,4.7
Record large each,Comedy,63.49,1993,4.8
Glass player song,Action,179.57,2013,4.1
Beyond meet,Drama,161.44,1996,2.3
Fill protect,Action,61.66,2000,2.6
Former right TV,Romance,51.47,1983,2.8
Low chance cover,Comedy,69.34,1986,2.2
Employee item ever,Romance,171.94,2017,3.6
Far whom each,Sci-Fi,121.68,1995,3.8
Some,Romance,66.51,1983,2.8
Debate relate,Comedy,94.18,1992,2.2
Box vote base,Action,175.61,1982,4.2
Itself fast,Sci-Fi,148.44,2009,3.7
Color never,Comedy,66.61,1984,4.2
Attorney case stop,Sci-Fi,90.0,2001,2.4
Authority represent arrive ability,Sci-Fi,114.73,1987,3.9
Mr around,Documentary,114.51,1992,3.9
Benefit base small cost,Thriller,96.75,1984,3.0
Individual while answer,Horror,152.44,2006,2.4
Deep fill agreement,Sci-Fi,72.44,1993,4.6
Until wide,Action,126.66,1986,2.7
Goal bank let,Documentary,75.52,2000,3.5
Send force themselves,Comedy,20.0,1995,4.0
Mean pretty,Documentary,58.06,1994,4.7
Step memory,Romance,79.39,2000,4.4
More type face,Romance,76.85,1999,3.8
True full move,Action,49.58,2022,4.5
Writer anyone,Sci-Fi,73.17,2016,2.7
Doctor song buy,Romance,93.17,1987,2.0
Line,Documentary,40.71,2021,3.2
Determine sort,Drama,116.47,1981,2.7
Or well concern,Action,76.18,1984,2.0
Others ago,Thriller,152.12,1983,3.5
Note full,Romance,35.53,2023,4.3
